title,ingredients,instructions,total_time,yields,site,image
Classic Tuna Melt,,"['Mix 1 small red onion, finely chopped, 1 celery stalk, finely chopped, ½ cup mayonnaise, ⅓ cup finely chopped dill, 1 Tbsp. drained capers or chopped pickled jalapeños, and 1 Tbsp. fresh lemon juice in a medium bowl until combined. Mix in one 7-oz. jar oil-packed tuna fillets or one and a half 5-oz. cans oil-packed tuna, drained, breaking up with a fork. Season generously with freshly ground pepper. Taste for salt and add up to 1 Tbsp. brine as needed.', 'Spread 2 Tbsp. butter, room temperature, over one side of 8 slices Pullman or sourdough bread, dividing evenly. Turn slices buttered side down. Divide 4 slices American cheese or sharp cheddar among 4 slices of bread. Divide tuna mixture evenly over cheese. Close up sandwiches with remaining 4 bread slices, buttered side up.', 'Heat a large cast-iron skillet over medium. Working in batches if needed, place sandwiches, cheese side down, in skillet and cook, turning once and pressing down with a fish spatula to ensure good contact with skillet, until bread is golden brown and crisp and cheese is melted, about 4 minutes per side (if using cheddar, cover pan after turning sandwiches to ensure cheese melts).', 'Transfer sandwiches to a cutting board and slice in half. Serve with dill pickles and kettle-style potato chips doused with hot sauce.']",15,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/6411f3b35425c986537f97db/16:9/w_2960,h_1665,c_limit/031423-suhoor-tuna-melt-lede.jpg"
Mushroom Farrotto,,"['Heat ⅓ cup extra-virgin olive oil in a large high-sided skillet over medium-high. Add 8 oz. mushrooms (such as crimini or white button), sliced, and cook, stirring occasionally, until golden brown and crisp, 8–10 minutes. (Mushrooms will steam at first, but then start to brown and crisp.) Season with kosher salt and freshly ground black pepper.', 'Reduce heat to medium. Add 1 medium onion, coarsely chopped, 1 Tbsp. finely chopped rosemary, and a pinch of crushed red pepper flakes (if using). Cook, stirring occasionally, until onion is golden and softened, 8–10 minutes.', 'Mix in 1 medium sweet potato, peeled, cut into ½"" pieces, 2 cups pearled or semi-pearled farro, rinsed, and 1 tsp. Diamond Crystal or ½ tsp. Morton kosher salt; season with more black pepper. Pour in 4 cups low-sodium vegetable broth and 2 cups water and bring to a simmer. Partially cover and cook, stirring occasionally, adding more liquid (up to 1 cup) if needed and reducing heat if farro starts to stick, until farro is cooked through and mixture is the consistency of a loose porridge, 40–50 minutes. Taste farrotto and season with more salt and black pepper if needed.', 'Remove farrotto from heat and stir in 2 Tbsp. unsalted butter if desired. Divide among bowls and top with finely grated Parmesan if desired.']",60,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/6965161876b4ac89ee9da771/16:9/w_4992,h_2808,c_limit/farro-risotto_RECIPE_V1_010826_13980_VOG_final.jpg"
Caramelized Braised Cabbage,,"['Preheat oven to 350°. Mix 3 garlic cloves, finely grated, ¼ cup double-concentrated tomato paste, 1½ tsp. ground coriander, 1½ tsp. ground cumin, and 1 tsp. crushed red pepper flakes in a small bowl. Set spiced tomato paste aside.', 'Cut 1 medium head of green or savoy cabbage (about 2 lb. total) in half through core. Cut each half through core into 4 wedges.', 'Heat ¼ cup extra-virgin olive oil in a large cast-iron skillet over medium-high. Working in batches if needed, arrange cabbage, cut side down, in pan and season with kosher salt. Cook, turning occasionally, until lightly charred, about 4 minutes per side. Transfer cabbage to a plate.', 'Reduce heat to medium and pour remaining ¼ cup extra-virgin olive oil into pan. Add reserved spiced tomato paste and cook, stirring often, until paste begins to split and darkens slightly, 2–3 minutes. Pour in water to come halfway up sides of skillet (about 1½ cups), season with salt, and bring to a simmer. Nestle cabbage wedges back into skillet (they should have shrunk while browning; a bit of overlap is okay). Bake, uncovered, turning wedges halfway through, until cabbage is very tender and caramelized around edges and liquid is mostly evaporated, 40–50 minutes.', 'Scatter 3 Tbsp. chopped dill, parsley, or cilantro over cabbage. Serve with whole-milk plain Greek yogurt or sour cream alongside. Editor’s note: This recipe was first printed in 2020 as “Fall Apart Caramelized Cabbage;” it has been updated for style. Head this way for more of our best cabbage recipes →']",60,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/5e2f8fae2e0eb50008b1f01d/16:9/w_6576,h_3699,c_limit/HLY_0220_Cabbage_16x9.jpg"
Homemade Bagels,,"['Mix 3¾ cups (469 g) bread flour, 3 cups (375 g) all-purpose flour, 1 Tbsp. plus 1½ tsp. Diamond Crystal or 2¾ tsp. Morton kosher salt, 1 Tbsp. sugar, 1 tsp. instant yeast, and 2¼ cups room-temperature water in the bowl of a stand mixer fitted with the dough hook on medium-low speed, scraping down sides of bowl as needed with a rubber spatula, until a smooth and elastic dough forms, 13–18 minutes. (Pinch off a small piece of dough and stretch it between your thumbs and index fingers on both hands. The dough should be able to stretch thin enough to let light through without breaking. If it splits or tears, the gluten is not developed enough yet. The dough will be sticky. If your mixer gets too hot or sounds like it is working too hard, turn it off and let it cool down for a few minutes before starting again.) Turn dough out onto a surface and form into a large ball. Return to bowl, cover with plastic wrap, and chill at least 12 hours and up to 1 day.', 'Line 2 baking sheets with parchment paper and generously dust with bread flour. Transfer dough to a surface and arrange smooth side down. Using a bench scraper or large knife, cut into 12 pieces (about 120 g each). Working with 1 piece at a time and holding so smooth side is down in your hand (this will make exterior smoother), press down on dough to degas, then bring corners up and over to meet in the center to create a ball (the exterior facing your palm should still be smooth). Cup your hand over dough and drag across surface, moving your hand in a rapid circular motion, to create a tight ball. (If dough is gliding across surface easily and not forming a ball, sprinkle surface with a few drops of water.)', 'Place some bread flour in a shallow bowl. Dip bottom of each ball into bread flour, then place onto prepared baking sheets (6 per sheet). Dust tops with bread flour and loosely cover each baking sheet with plastic wrap. Let balls sit in a warm spot until about 50% expanded in size and puffy, 60–80 minutes. Transfer to fridge and chill until slightly firmed, 1–1½ hours.', 'About 30 minutes before dough is finished chilling, bring 1 Tbsp. baking soda, remaining 3 Tbsp. sugar, and 1 gal. (16 cups) water to a rolling boil in a large pot. Place racks in upper and lower thirds of oven; preheat to 425°.', 'If using toppings, place raw sesame seeds, finely grated Parmesan, furikake, everything bagel seasoning, and/or poppy seeds in smalls bowls and set them nearby your workstation. Remove dough from fridge and unwrap. Working one at a time, poke a hole in the center of dough balls then gently stretch and twirl dough to expand hole to a 3"" diameter. (Holes will look large but will close up as the bagels bake.) Working in batches of 3–4, lower bagels into pot of boiling water and cook 30 seconds. Turn and cook until bagels are puffed out to a traditional bagel shape, 40–60 seconds. Using a spider or slotted spoon, immediately transfer bagels to a wire rack and sprinkle with toppings as desired if using.', 'Line same baking sheets with fresh parchment paper and lightly coat with nonstick vegetable oil spray. Arrange 6 bagels on each baking sheet. Bake 15 minutes. Reduce oven temperature to 350°, rotate baking sheets top to bottom and front to back, and continue to bake until deep golden brown, 10–15 minutes more. Let bagels cool on baking sheets. Do Ahead: Bagels can be made 4 days ahead. Store airtight at room temperature, or freeze in resealable plastic freezer bags up to 3 months.']",200,12 items,www.bonappetit.com,"https://assets.bonappetit.com/photos/68dbfb7dffc0ab929a0ff1ba/16:9/w_4992,h_2808,c_limit/bagels_LEDE_V1_092525_2092_VOG_Badge_final.jpg"
Smashed Broccoli Pasta,,"['Trim bottom 1"" from stem of 1 large head of broccoli (1–1¼ lb.); discard. Peel tough outer layer from stem as needed; discard. Finely chop stem; cut broccoli head into 1"" florets.', 'Using a Microplane, finely grate zest from ½ lemon into a small bowl and cover with a damp paper towel. Slice lemon into thick rounds and remove seeds; discard. Very finely chop lemon rounds (peel, pith, and flesh); set aside.', 'Cook broccoli stem in a large pot of boiling salted water, about 3 minutes. Add broccoli florets and cook until deep green and very tender, about 5 minutes. Using a spider or slotted spoon, transfer broccoli to a colander; reserve pot of water.', 'Return water to a boil. Add 12 oz. short pasta (such as mezze rigatoni or cavatappi) and cook until very al dente, about 2 minutes less than package directions. Drain, reserving 2 cups pasta cooking liquid.', 'Cook 8 oil-packed anchovy fillets, 4 garlic cloves, thinly sliced, and ⅓ cup extra-virgin olive oil in a medium Dutch oven or other heavy pot over medium, swirling pan occasionally, until garlic is light golden and anchovies have dissolved, about 3 minutes. Stir in ½ tsp. crushed red pepper flakes and reserved chopped lemon, season with freshly ground black pepper, and cook 1 minute.', 'Remove from heat and add broccoli to pot. Using a wooden spoon or a firm heatproof rubber spatula, smash broccoli into very small pieces. Add pasta, 1 cup pasta cooking liquid, and ¾ cup finely grated Parmesan and toss aggressively, adding more pasta cooking liquid as needed to loosen, until pasta is coated in sauce. Season with kosher salt.', 'Divide pasta among shallow bowls. Drizzle with more oil and top with reserved lemon zest and more red pepper flakes and remaining ¼ cup finely grated Parmesan.']",25,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/693b449edb3dab2c205db13d/16:9/w_4992,h_2808,c_limit/smashed-broccoli-pasta_RECIPE_V1_121025_3682_VOG_final.jpg"
Pasta Carbonara With Pancetta,,"[""Cook 2 garlic cloves, smashed, and 4 oz. pancetta (Italian bacon), cut into ½” pieces, in a dry large skillet over medium heat, stirring often, until garlic is fragrant and browned in spots and pancetta is beginning to crisp, about 4 minutes. (It's okay that the garlic will be cooking in a dry skillet before the fat renders from the pancetta.) Set a fine-mesh sieve over a small bowl and scrape pancetta mixture into sieve to drain. Pluck out and discard garlic. Transfer pancetta to a small bowl and let cool. Set fat from pancetta aside."", 'Whisk together 6 large egg yolks and 1 large egg in a medium bowl. Add 3 oz. Parmesan, finely grated (about 2 cups), and whisk to combine.', 'Meanwhile, cook 12 oz. mezze rigatoni in a large pot of boiling salted water, stirring occasionally, until very al dente, about 1 minute less than package directions. Drain, reserving 1 cup pasta cooking liquid. Reserve pot.', 'Stir 1 Tbsp. reserved pancetta fat and ¼ cup warm pasta cooking liquid into egg mixture. Combine egg mixture, pancetta, pasta, and another ¼ cup pasta cooking liquid in reserved pot and place over low heat. Cook, stirring constantly and adding more pasta cooking liquid as needed (up to remaining ½ cup), until sauce thickens and coats pasta in a glossy sheen, about 3 minutes. Remove pasta from heat, add 2 tsp. freshly ground black pepper, and season with kosher salt. Divide pasta among shallow bowls to serve.']",20,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/693b3fdb2eca0bc88446ebf3/16:9/w_4992,h_2808,c_limit/pasta-carbonara_RECIPE_V4_121025_3646_VOG_final.jpg"
Lemon Pepper Wings,,"['Toss 2½ lb. chicken wings, drumettes and flats separated, patted dry with paper towels, ¼ cup lemon pepper seasoning, 1 Tbsp. English mustard powder, and 1 tsp. sugar in a large bowl until wings are thoroughly and evenly coated. Add ¼ cup cornstarch and 1 Tbsp. baking powder and toss again until evenly coated. Arrange wings in a single layer on a wire rack set inside a rimmed baking sheet, shaking off any excess starch into bowl as you go. Chill, uncovered, at least 15 minutes and up to 1 hour.', 'Meanwhile, place a rack in middle of oven; preheat to 425°.', 'Drizzle 3 Tbsp. vegetable oil evenly over wings (no need to oil the other side). Bake, rotating baking sheet front to back and turning wings over halfway through, until deep golden brown and crisp, 50–60 minutes.', 'About 15 minute before wings are done, melt ½ cup (1 stick) unsalted butter in a medium saucepan over medium heat. Add 1 Tbsp. freshly ground pepper and cook just until fragrant, 1–2 minutes. Add ¼ cup fresh lemon juice, 2 Tbsp. hot sauce, preferably cayenne-based, 2½ tsp. garlic powder, 2 tsp. sugar, ½ tsp. Diamond Crystal or ¼ tsp. Morton kosher salt, and a pinch of MSG (if using) and cook, whisking vigorously, just until emulsified and smooth, about 30 seconds. Remove pan from heat and let sauce cool until thickened slightly, 5–10 minutes.', 'Transfer wings to a large bowl, drizzle sauce over, and add 2 Tbsp. finely grated lemon zest. Toss until wings are coated. Arrange on a platter or plates to serve.']",75,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/6936fc9f80a324d154df08bf/16:9/w_4000,h_2250,c_limit/20251007_05_Lemon%20Pepper%20Wings_052_FINAL.jpg"
Italian Four Cheese Risotto,,"['On low/medium heat in a large pan melt the butter, then add the chopped onion and stir to combine. Cook until transparent, then add the rice and stir to combine.', 'Cook the rice for approximately 2 minutes, than add the wine and cook until it has evaporated (about 1-2 minutes). Stirring occasionally.', 'Add the broth a little at a time (about ½ cup at a time), stirring often, lower heat a little, you want a low simmer, you do not want the rice to cook too quickly.', 'Let the rice absorb the broth (but not dry a little moist) before adding more. Taste for salt (you may not have to add any if you have a salty broth) add a dash or two of pepper. Cook approximately 20 minutes or until rice is al dente and not mushy and a little moisture remains.', 'Remove from heat and stir in the cheese. Serve immediately sprinkled with freshly Parmesan Cheese and chopped fresh parsley if desired. Enjoy!']",36,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2024/08/4-cheese-risotto-sm-1-of-1.jpg
Roman Gnocchi / Gnocchi alla Romana,,"['In a large pot add the milk, salt, pepper, nutmeg and the butter, heat on medium heat until the milk boils. Add the semolina a little at a time stirring constantly until thick.', 'Remove the heat and add the pecorino romana, parmigiano and egg yolk, stir well and rapidly until well mixed and thick.', 'Move the mixture to a piece of parchment paper, form it into a log 13 inches / 33cm and roll up with the parchment paper. Chill the dough 40-60 minutes.', 'Pre-heat oven to 400F/200C. Brush the bottom of a 10 inch / 27 cm baking pan with ⅓ of the melted butter.', 'Remove from the fridge and cut into ¼ inch / 6 mm slices. Place the slices in the prepared baking pan overlapping them slightly. Brush the gnocchi with the remaining butter. Sprinkle with the pecorino Romano and black pepper. Bake in the oven for approximately 20 minutes. Serve immediately with extra parmigiano or pecorino. Enjoy!']",140,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2025/10/gnocchi-roman-1-of-1.jpg
Tuna Stuffed Zucchini Boats,,"['Pre-heat oven to 350F (180C)', 'Trim the zucchini then slice the zucchini in half lengthwise, with a spoon scoop out the pulp. Cut the pulp (without seeds is best) and set aside.', 'In a medium bowl add pulp, tuna, bread crumbs, cheese, egg (slightly beaten), parmesan cheese, 3 tablespoons olive oil and salt and pepper mix together.', 'Drizzle a tablespoon olive oil on the bottom of a baking dish, place the zucchini slices in the pan, drizzle them with a tablespoon olive oil and sprinkle with 1-2 pinches of salt, then fill the zucchini with the filling, drizzle with a tablespoon of olive oil and bake for approximately 30 minutes. Serve immediately sprinkled with fresh chopped parsley if desired. Enjoy!']",60,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2022/05/tuna-zucchini-1-of-1.jpg
Grilled Tomatoes with Mozzarella,,"['On a hot pan grill or BBQ, place thick slices of Tomato, grill on both sides, remove to a clean plate and immediately top each slice with a slice of fresh mozzarella, drizzle with olive oil and sprinkle with fresh chopped basil, oregano and salt. Serve immediately. Enjoy!']",15,8 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2016/08/grilled-tom-pic-1-of-1.jpg
Panzanella Salad - Three Ways,,"['TRADITIONAL PANZANELLA', 'Remove crust from bread and let soak for 10 minutes in a bowl of water. Then squeeze out as much excess water as possible and break into pieces.', 'In a medium bowl mix together, chopped tomatoes, chopped cucumber, sliced onion, wine vinegar, olive oil and salt, then add bread pieces. Refrigerate for an hour. Toss with fresh basil leaves and an extra drizzle of olive oil if desired.', ""THE ITALIAN'S PANZANELLA"", 'Grill bread drizzle lightly with olive oil and spinkle with a pinch of salt, cut into small pieces.', 'In a medium bowl mix together, chopped tomatoes, chopped cucumber, sliced onion, balsamic vinegar, olive oil, salt and oregano. Refrigerate for an hour. Before serving toss with bruschetta pieces and fresh basil leaves and an extra drizzle of olive oil if desired.', 'ROMAN PANZANELLA', 'Wash and slice in half the tomatoes, on each slice of bread rub with tomato half, drizzle with olive oil, sprinkle with salt. Add cut up tomato and fresh chopped basil leaves. Enjoy!', '**Calories are for a serving of all 3 recipes.']",20,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2018/03/panzanella-pic-1-of-1-1.jpg
Easy Italian Mushroom Fettuccine,,"['In a large saucepan add olive oil, mushrooms, salt, garlic, chopped Italian parsley, hot pepper flakes and water. Cook on medium heat for approximately 20-25 minutes, until mushrooms are tender and water has evaporated.', 'While mushrooms are cooking cook the fettuccine in boiling salted water until al dente, drain then add to the cooked mushrooms along with half a ladle of pasta water. Cook on medium heat while tossing until water has evaporated and becomes almost creamy. Serve immediately. Top with freshly grated parmesan or pecorino cheese if desired. Enjoy!']",35,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2019/03/mushroom-fett-1-of-1.jpg
Spinach Ricotta Cannelloni,,"['Pre-heat oven to 350F (180C).', 'In a medium sized pan add the butter and the cooked spinach, mix and heat it through, cut into very small pieces. Move it to a large bowl, add the ricotta, the egg, half the parmesan cheese, salt and pepper. Gently mix to combine.', 'Stuff each cannelloni tube with the ricotta mixture.', 'Place ¼-⅓ cup (50-60 grams) of white sauce on the bottom of a medium/large (10 inch/27 cm rectangle) baking pan, place the stuffed cannelloni tubes on top.', 'Pour the remaining sauce on top and sprinkle with the remaining parmesan cheese. Bake for approximately 20 minutes, raise the temperature to 425F (225C) or broil for about 5 minutes or until golden on top, let sit 5 minutes then serve. Enjoy!', 'FOR THE WHITE SAUCE', 'In a large pot on low/medium heat melt the butter, add the salt and flour and whisk until completely smooth, slowly add the milk stirring constantly until thickened.']",55,3 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2021/04/ricotta-cannelloni-pic-1-of-1.jpg
Leftover Polenta Gnocchi,,"['In a food processor or blender combine the polenta, yolk, flour, salt and parmesan cheese to form a dough. Can also be made by hand, place the flour on a flat board, make a well in the middle and add the remaining ingredients, combine with your hands to form a dough.', ""Move the dough to a lightly floured flat surface and cut small amounts of dough to form ropes and cut into ¾ inch (2 cm) pieces, then slide each piece on a fork and squeeze a little (but not too hard). Sprinkle with a little bit of flour and toss, so they don't stick together. Let the gnocchi rest for 20 minutes before cooking."", 'Cook the gnocchi in a large pot of boiling salted water, when they float to the top they are done. Toss with your favourite sauce. Enjoy!', 'I served the gnocchi two ways one with mushrooms and one with a traditional polenta sauce.']",82,3 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2024/12/polenta-gnocchi-1-of-1.jpg
Italian Two Bean Soup,,"['In a large pot add olive oil, chopped onion and garlic cook on medium / low heat for 2 minutes or until onion is transparent, then add the chopped carrots, celery, drained and rinsed soaked beans, can of tomatoes, broth, oregano, basil, bay leaf, salt, hot pepper flakes and rosemary, stir to combine.', 'Bring to a boil then lower and simmer for approximately 1 hour or until the beans are tender, in the last 5 minutes (beans should be tender) add the chopped swiss chard*, stir to combine, (at this point taste for salt you might need to add some extra) cook for the remaining 5 minutes, then serve immediately. Enjoy!']",80,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2019/01/two-bean-soup-1-of-1.jpg
Puff Pastry Pancetta Asparagus Quiche,,"['Pre-heat oven to 350°F (180°C), lightly grease and flour a 9 inch pie plate.', 'In a large pot of boiling water cook asparagus until tender (approximately 3-5 minutes), drain and let cool.', 'In a medium frying pan cook pancetta or bacon until golden. Drain on a paper towel.', 'In a medium bowl beat together with a fork the eggs, cream, salt and pepper. Then stir in the shredded cheese.', 'Un roll the thawed puff pastry or pie crust and form in the prepared pie plate, trim and crimp edges, brush the bottom of the dough with a little milk and prick with a fork, sprinkle with the cooked pancetta or bacon, and top with tender asparagus.', 'Pour the egg mixture over the asparagus and bake for approximately 35-40 minutes. When done the custard mixture will turn golden brown, the middle will be just set and a knife inserted into the centre will come out clean. Remove from the oven then let sit 3 - 5 minutes then serve. Enjoy!']",150,6 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2018/03/puff-pastry-quiche-pict-1-of-1.jpg
Italian Pan Fried Fish,,"['In a medium-large skillet, on medium-high heat warm the olive oil and garlic, add the tomatoes and 2 tablespoons of parsley and sautee for 3-5 minutes. I usually cook them longer up to 10 minutes and I squish them, we like the tomatoes cooked well.', 'Add the fish and turn to cover in the sauce from the tomatoes, sprinkle with 1-2 tablespoons of parsley, cover and cook on low/medium for 3-5 minutes then flip over, uncover and cook for an additional 3 or 4 minutes until fish is cooked (opaque and flakes when cut with a fork and not transparent) there should still be some sauce in the pan. Serve immediately. Enjoy!']",25,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2016/01/pan-fried-fish-pic-1-of-1.jpg
Easy Artichoke Pasta,,"['In a large bowl squeeze the juice of a lemon. Remove the tough, outer leaves from the artichoke (should be about 4 layers of leaveor until you reach leaves that are pale yellow. Cut in half (when you cut it in half , cut out the choke using a knife it looks almost furry, actually if you get artichokes fresh enough there might not even be a choke), thinly slice the artichoke and place in the bowl of water, stem should be cut from the artichoke, leave about 2-3 inches and clean, then (trim with a knife peeling off the tough outer layer slice the stem and place in bowl, (this keeps them from turning brown). Repeat with remaining artichokes.**', 'In a large pan add the oil, garlic and the drained sliced artichokes, sprinkle with oregano, salt and hot pepper flakes add the water and cook almost covered, until tender and water has evaporated (taste for salt).', 'While artichoke slices are cooking, cook the spaghetti in salted boiling water.', 'Add the cooked Spaghetti and 2-3 tablespoons of pasta water to the pan, cook on medium/high for approximately 1 minute tossing continuously. Serve immediately, top with freshly grated Pecorino or Parmesan Cheese. Enjoy!']",25,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2018/05/artichoke-pasta-sm-1-of-1.jpg
Unstuffed Cabbage Rolls,,"['In a large frying pan add the olive oil, garlic, onion, and ground beef, cook on medium heat until almost all browned.', 'Then add the cabbage, tomatoes, water and rice, stir to combine, add the spices and combine. Cook over low-medium heat half covered for approximately 30 minutes or until cooked and thickened. The last 10 minutes remove the lid to thicken. Enjoy!']",50,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2021/01/unstuffed-cab-pic-1-of-1.jpg
Italian Bean Pancetta Cabbage Soup,,"['In a large pot add the olive oil and chopped pancetta, let brown slightly.', 'Add the remaining ingredients, stir to combine, bring to a boil, then lower heat and simmer for approximately 30-75 minutes (this will depend on whether you use canned or dried beans) or until the beans and potatoes are tender. Taste for salt and pepper, adjust if necessary. Serve with crusty Italian bread if desired. Enjoy!']",65,6 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2017/03/panc-cab-soup-photo-1-of-1.jpg
Baked Veggie Burger,,"['Pre-heat oven to 350F (180C). Line a baking sheet with parchment paper, brush the sheet with ½ tablespoon of olive oil.', 'Wash, peel and grate the vegetables, squeeze out excess moisture and place in a large bowl. Add the parsley, flour, egg, salt and pepper and mix gently to combine.', 'Form the mixture into 5 or 6 patties and place on the prepared baking sheet. Drizzle with 1-1½ tablespoons of olive oil and bake for approximately 25 - 35 minutes, turn the burgers halfway through baking then continue baking. Serve immediately topped with your favourite sauce, dip or mayo. Enjoy!']",40,6 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2016/04/veggie-burger-pic-1-of-1.jpg
Easy Homemade One Pot Chili,,"['In a large pot add olive oil, onions and meat, stirring occasionally heat until meat is browned, then add pepper and garlic and cook 5 minutes (stirring occasionally), add tomatoes, drained beans, parsley, oregano, salt, hot pepper flakes, Worcestershire Sauce and water. Stir to combine, bring to a boil then simmer (half covered) for approximately 30 minutes. Serve immediately. Enjoy!', '** This Chili is delicious served with some Puff Pastry Twists or slice up some Crusty Italian Bread, top with a slice of Prosciutto and a slice of Cheese, stick it under the broiler until melted.']",45,6 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2024/01/pot-chili-pict-1-of-1.jpg
Italian Chickpea Soup,,"['In a medium pot add the olive oil, garlic, carrots and celery sautee for approximately 2 minutes then add the salt, basil, oregano, thyme, parsley, hot pepper flakes, tomato puree, water and chick peas. Cook over medium heat until boiling, stirring to combine, bring to a boil, reduce the heat and continue cooking, stirring occasionally.', ""Cook for approximately 50 to 60 minutes (taste for salt and doneness). Once the beans are tender, add another cup of water (depending how soupy you like it, you may want to add more water) bring to a boil and immediately add the small pasta (taste again for salt adjust if necessary) stirring occasionally (so pasta doesn't stick to the bottom), cook until al dente (about 5-6 minutes for small pasta)."", 'When done, serve immediately in soup bowls, topped with freshly grated parmesan cheese if desired. Enjoy!']",65,5 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2018/01/chickpea-soup-1-of-1.jpg
Homemade Creamy Broccoli Soup,,"['CREAMY BROCCOLI SOUP', 'In a medium large pot over medium heat add butter and leeks, sauté 10 minutes, add cubed potatoes and broccoli florets, cook one minute, add broth, simmer on low heat for approximately 30 minutes or until tender, stir in salt, pepper and thyme. Place in blender and blend until smooth. Serve immediately with Homemade Croutons and Parmesan Cheese. Enjoy!', 'HOMEMADE CROUTONS', 'In a medium sauce pan add olive oil and 1 or 2 cloves of garlic, heat until hot, but garlic does not burn, remove garlic and add croutons, cook until browned on all sides. Remove to a paper towel lined plate. Add to soup or salads.']",45,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2023/09/brocc-soup-1-of-1.jpg
Creamy Broccoli Bacon Penne Casserole,,"['Pre-heat oven to 350F/ 180C, lightly grease an 8 x 6 inch (20x15cm) casserole dish.', 'In a large pot of salted water first boil the broccoli florets until al dente, drain well and set aside, in the same water cook the pasta al dente, drain well.', 'In a small pan with 1 tablespoon of oil cook pancetta (bacon or sausage) until lightly golden, remove from pan and drain on paper towel lined plate.', 'In a medium pot on medium heat, melt the butter, whisk in the flour and salt until smooth then gradually add the milk, stir continuously until smooth and thickened. Gently fold in broccoli and pasta, then gently fold in Pancetta, pour into the prepared baking dish and sprinkle with Parmesan cheese and top with fresh thyme. Bake for approximately 15 minutes (I also broiled it for about 2-3 minutes to brown the top). Serve immediately. Enjoy!']",35,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2017/12/broccoli-pasta-sm-1-of-1.jpg
Parmesan Crusted Beef Burgers,,"['BURGERS', 'In a medium bowl combine well the ground beef, egg, 3 tablespoons parmesan cheese, chopped parsley, salt and pepper. Form into 4 patties.', 'On a small plate add 5 tablespoons of parmesan cheese, and coat the patties well, one at a time. Making a small indent in the middle of your beef burger patty will keep it from expanding or bulging too much in the middle.', 'In a medium frying pan add 1 tablespoon of olive oil and heat, then add the patties and cook until no long pink and browned. (Internal temperature should be 160F).', 'GRILLED VEGGIES', 'On either an indoor pan grill or BBQ grill place tomato and onion slices, be sure to cut them about ½ thick, drizzle tomato slices with olive oil and sprinkle with salt, oregano and basil, do the same with the onions except no basil. Flip them over and repeat. Grill until cooked. (the onion slices will take longer than the tomatoes to cook). If you want place the open hamburger buns on the grill to toast, cut side down.', 'On every bun place a beef patty, a slice of tomato, onion, some lettuce and mayonnaise or even an extra slice of parmesan cheese if desired. Enjoy!']",40,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2016/06/parm-crust-burgers-sm-1-of-1.jpg
Tomatoes stuffed with rice,,"['In a small bowl add the rice, cover with 2 cups of water and let soak for 1 hour. Then drain.', 'Rinse and dry tomatoes, carefully cut off top of tomato and set aside, remove seed and pulp from the tomatoes, set aside the pulp and discard the seeds.', 'In a medium bowl mix together, the chopped tomato pulp, oregano, salt, parsley, basil, garlic, 2 tablespoons (26 grams) olive oil and rice. Fill the hollowed out tomatoes with the mixture (divide in 4 parts), replace top on tomatoes.', 'Cut and rinse the potatoes. Dry the potatoes with a towel. In a large bowl mix together, the potatoes, rosemary leaves, oregano, salt and olive oil.', 'Place tomatoes in lightly oiled medium to large baking pan place potatoes around the tomatoes. Sprinkle with a little salt and drizzle with a little olive oil.', 'Bake in a 350F (180C) oven for approximately 45-60 minutes until potatoes and rice are tender. Serve immediately. Enjoy!']",145,4 servings,anitalianinmykitchen.com,https://anitalianinmykitchen.com/wp-content/uploads/2017/08/tom-rice-sm-1-of-1.jpg
